날짜,종가,대비,거래량,기관 매수,기관 매도,기관 순매수,외국인 매수,외국인 매도,외국인 순매수,개인 순매수
2019-12-03,174500,-1000,285238,72710,36979,35731,70421,63558,6863,-42594
2019-12-02,175500,1500,346391,75226,41870,33356,86988,87048,-60,-33296
2019-11-29,174000,-4500,590691,92782,98125,-5343,135467,218272,-82805,88148
2019-11-28,178500,-5500,466884,82098,77196,4902,88943,161777,-72834,67932
2019-11-27,184000,4000,589879,113661,71766,41895,208351,202274,6077,-47972
2019-11-26,180000,-1000,701187,129525,95642,33883,256603,425604,-169001,135118
2019-11-25,181000,6000,504384,132205,56451,75754,120125,183437,-63312,-12442
2019-11-22,175000,-2000,619085,134136,75939,58197,160709,209924,-49215,-8982
2019-11-21,177000,-7500,865834,146864,86194,60670,133814,278236,-144422,83752
2019-11-20,184500,1000,411474,78816,72879,5937,158520,150390,8130,-14067
2019-11-19,183500,-3000,395894,100402,93745,6657,86733,83704,3029,-9686
2019-11-18,186500,500,280805,102926,42806,60120,28445,88692,-60247,127
2019-11-15,186000,-500,379577,115911,61152,54759,57612,162349,-104737,49978
2019-11-14,186500,5500,585992,158484,125750,32734,139242,182160,-42918,10184
2019-11-13,181000,-4500,518524,77418,78295,-877,95067,137430,-42363,43240
2019-11-12,185500,-500,411263,62955,63002,-47,66830,124810,-57980,58027
2019-11-11,186000,-2000,640182,73249,98501,-25252,140671,228945,-88274,113526
합계,,,284046284,37771704,37781291,-9587,43807427,43292427,515000,-505413
